id_unit,t,treat,y,lpop
12097,2007,1,7.84737183615979,5.15035665593789
12099,2003,0,9.76864100976636,7.03102015077071
12099,2004,0,9.62918227712599,7.03102015077071
12099,2005,0,9.72202562615406,7.03102015077071
12099,2006,1,9.81623978397185,7.03102015077071
12099,2007,1,9.89363921648131,7.03102015077071
12109,2003,0,7.55066124310534,4.81328131446834
12109,2004,0,7.62705741701893,4.81328131446834
12109,2005,0,7.71199650704767,4.81328131446834
12109,2006,1,7.86288203464149,4.81328131446834
12109,2007,1,7.8811822022271,4.81328131446834
12113,2003,0,7.09090982207998,4.76850428314641
12113,2004,0,7.16394668434255,4.76850428314641
12113,2005,0,7.36073990305828,4.76850428314641
12113,2006,1,7.40306109109009,4.76850428314641
12113,2007,1,7.33367639565768,4.76850428314641
12121,2003,0,5.67332326717149,3.55088095595665
12121,2004,0,5.6970934865054,3.55088095595665
12121,2005,0,5.70044357339069,3.55088095595665
12121,2006,1,5.77765232322266,3.55088095595665
12121,2007,1,5.78382518232974,3.55088095595665
13011,2003,0,5.27299955856375,2.66875481849457
13011,2004,0,5.31320597904179,2.66875481849457
13011,2005,0,5.49306144334055,2.66875481849457
13011,2006,0,5.59842195899838,2.66875481849457
13011,2007,0,5.57215403217776,2.66875481849457
13013,2003,0,6.18826412308259,3.83176694166248
13013,2004,0,6.18208490671663,3.83176694166248
13013,2005,0,6.25575004175337,3.83176694166248
13013,2006,0,6.4377516497364,3.83176694166248
13013,2007,0,6.40191719672719,3.83176694166248
13019,2003,0,5.56452040732269,2.78716940555481
13019,2004,0,5.55682806169954,2.78716940555481
13019,2005,0,5.65599181081985,2.78716940555481
13019,2006,0,5.62762111369064,2.78716940555481
13019,2007,0,4.99721227376411,2.78716940555481
13021,2003,0,7.73892375743946,5.03621856684166
13021,2004,0,7.72797554210556,5.03621856684166
13021,2005,0,7.73149202924568,5.03621856684166
13021,2006,0,7.70975686445416,5.03621856684166
13021,2007,0,7.60738142563979,5.03621856684166
13037,2003,0,2.77258872223978,1.84371920815877
13037,2004,0,3.04452243772342,1.84371920815877
13037,2005,0,2.70805020110221,1.84371920815877
13037,2006,0,3.17805383034795,1.84371920815877
13037,2007,0,3.46573590279973,1.84371920815877
13039,2003,0,6.22455842927536,3.77652396396598
13039,2004,0,6.29156913955832,3.77652396396598
13039,2005,0,6.35610766069589,3.77652396396598
13039,2006,0,6.34212141872115,3.77652396396598
13039,2007,0,6.29341927884648,3.77652396396598
13049,2003,0,4.62497281328427,2.33039479363331
13049,2004,0,4.46590811865458,2.33039479363331
13049,2005,0,4.66343909411207,2.33039479363331
13049,2006,0,4.70048036579242,2.33039479363331
13049,2007,0,4.75359019110636,2.33039479363331
13057,2003,0,7.42237370098682,4.95514372559156
13057,2004,0,7.49997654095212,4.95514372559156
13057,2005,0,7.62608275807238,4.95514372559156
13057,2006,0,7.71378461659875,4.95514372559156
13057,2007,0,7.80343505695217,4.95514372559156
13077,2003,0,7.11314210870709,4.49104918688339
13077,2004,0,7.07834157955767,4.49104918688339
13077,2005,0,7.10414409298753,4.49104918688339
13077,2006,0,7.16162200293919,4.49104918688339
13077,2007,0,7.26332961747684,4.49104918688339
13079,2003,0,4.02535169073515,2.52532856428692
13079,2004,0,3.66356164612965,2.52532856428692
13079,2005,0,3.43398720448515,2.52532856428692
13079,2006,0,3.40119738166216,2.52532856428692
13079,2007,0,3.13549421592915,2.52532856428692
13093,2003,0,3.76120011569356,2.44451858888271
13093,2004,0,3.73766961828337,2.44451858888271
13093,2005,0,3.63758615972639,2.44451858888271
13093,2006,0,4.0943445622221,2.44451858888271
13093,2007,0,4.34380542185368,2.44451858888271
13097,2003,0,7.42714413340862,4.52367809513269
13097,2004,0,7.46794233228585,4.52367809513269
13097,2005,0,7.57507169950756,4.52367809513269
13097,2006,0,7.71512360363211,4.52367809513269
13097,2007,0,7.82763954636642,4.52367809513269
13109,2003,0,5.19849703126583,2.3508989532726
13109,2004,0,5.15905529921453,2.3508989532726
13109,2005,0,5.21493575760899,2.3508989532726
13109,2006,0,5.13579843705026,2.3508989532726
13109,2007,0,5.20948615284142,2.3508989532726
13113,2003,0,7.42535788702715,4.51374544806874
13113,2004,0,7.44366368311559,4.51374544806874
13113,2005,0,7.45182223652793,4.51374544806874
13113,2006,0,7.51752085060303,4.51374544806874
13113,2007,0,7.63723438878947,4.51374544806874
13117,2003,0,7.33106030521863,4.58911193973939
13117,2004,0,7.38894609761844,4.58911193973939
13117,2005,0,7.52779398772144,4.58911193973939
13117,2006,0,7.64730883235624,4.58911193973939
13117,2007,0,7.63819824428578,4.58911193973939
13129,2003,0,6.44571981938558,3.78655048128738
13129,2004,0,6.37672694789863,3.78655048128738
13129,2005,0,6.361302477573,3.78655048128738
13129,2006,0,6.35437004079735,3.78655048128738
13129,2007,0,6.39859493453521,3.78655048128738
13135,2003,0,9.19482056031815,6.37748856255844
13135,2004,0,9.14590851181679,6.37748856255844
13135,2005,0,9.19482056031815,6.37748856255844
13135,2006,0,9.29504909990314,6.37748856255844
13135,2007,0,9.29569203907569,6.37748856255844
13147,2003,0,5.5834963087817,3.13536377263918
13147,2004,0,5.44241771052179,3.13536377263918
13147,2005,0,5.5834963087817,3.13536377263918
13147,2006,0,5.51342874616498,3.13536377263918
13147,2007,0,5.57215403217776,3.13536377263918
13155,2003,0,4.06044301054642,2.29566117792122
13155,2004,0,3.8286413964891,2.29566117792122
13155,2005,0,4.12713438504509,2.29566117792122
13155,2006,0,3.8286413964891,2.29566117792122
13155,2007,0,3.87120101090789,2.29566117792122
13161,2003,0,5.01063529409626,2.5403413566761
13161,2004,0,4.91265488573605,2.5403413566761
13161,2005,0,5.07517381523383,2.5403413566761
13161,2006,0,5.19849703126583,2.5403413566761
13161,2007,0,5.23644196282995,2.5403413566761
13179,2003,0,6.02344759296103,4.12082419502648
13179,2004,0,5.91620206260743,4.12082419502648
13179,2005,0,6.17586727010576,4.12082419502648
13179,2006,0,6.13556489108174,4.12082419502648
13179,2007,0,6.15060276844628,4.12082419502648
13195,2003,0,4.75359019110636,3.24765762629365
13195,2004,0,4.77912349311153,3.24765762629365
13195,2005,0,4.66343909411207,3.24765762629365
13195,2006,0,4.87519732320115,3.24765762629365
13195,2007,0,5.00394630594546,3.24765762629365
13197,2003,0,3.73766961828337,1.9662728435742
13197,2004,0,3.63758615972639,1.9662728435742
13197,2005,0,3.52636052461616,1.9662728435742
13197,2006,0,3.89182029811063,1.9662728435742
13197,2007,0,3.95124371858143,1.9662728435742
13209,2003,0,3.8286413964891,2.1126345090356
13209,2004,0,3.40119738166216,2.1126345090356
13209,2005,0,3.55534806148941,2.1126345090356
13209,2006,0,3.66356164612965,2.1126345090356
13209,2007,0,3.58351893845611,2.1126345090356
13211,2003,0,5.19295685089021,2.73806197517018
13211,2004,0,5.18738580584075,2.73806197517018
13211,2005,0,5.28320372873799,2.73806197517018
13211,2006,0,5.605802066296,2.73806197517018
13211,2007,0,5.59471137960184,2.73806197517018
13213,2003,0,5.71042701737487,3.59747663064059
13213,2004,0,5.68357976733868,3.59747663064059
13213,2005,0,5.38449506278909,3.59747663064059
13213,2006,0,5.72031177660741,3.59747663064059
13213,2007,0,5.65248918026865,3.59747663064059
13217,2003,0,6.45204895443723,4.12715051394728
13217,2004,0,6.49677499018586,4.12715051394728
13217,2005,0,6.51619307604296,4.12715051394728
13217,2006,0,6.62804137617953,4.12715051394728
13217,2007,0,6.62539236800796,4.12715051394728
13223,2003,0,6.38519439899773,4.40278468775839
13223,2004,0,6.48463523563525,4.40278468775839
13223,2005,0,6.71295620067707,4.40278468775839
13223,2006,0,6.80682936039218,4.40278468775839
13223,2007,0,6.98471632011827,4.40278468775839
13227,2003,0,5.32300997913841,3.13475481220279
13227,2004,0,5.4380793089232,3.13475481220279
13227,2005,0,5.37527840768417,3.13475481220279
13227,2006,0,5.40717177146012,3.13475481220279
13227,2007,0,5.4510384535657,3.13475481220279
13233,2003,0,5.96614673912369,3.64092269256804
13233,2004,0,5.92692602597041,3.64092269256804
13233,2005,0,5.94803498918065,3.64092269256804
13233,2006,0,5.90808293816893,3.64092269256804
13233,2007,0,5.91079664404053,3.64092269256804
13237,2003,0,5.00394630594546,2.9344949640828
13237,2004,0,5.03695260241363,2.9344949640828
13237,2005,0,5.08759633523238,2.9344949640828
13237,2006,0,5.52545293913178,2.9344949640828
13237,2007,0,5.4249500174814,2.9344949640828
13241,2003,0,5.4510384535657,2.71137799119488
13241,2004,0,5.26269018890489,2.71137799119488
13241,2005,0,5.4249500174814,2.71137799119488
13241,2006,0,5.37063802812766,2.71137799119488
13241,2007,0,5.40717177146012,2.71137799119488
13263,2003,0,2.39789527279837,1.87149443724691
13263,2004,0,2.77258872223978,1.87149443724691
13263,2005,0,1.94591014905531,1.87149443724691
13263,2006,0,1.79175946922805,1.87149443724691
13263,2007,0,2.30258509299405,1.87149443724691
13271,2003,0,4.68213122712422,2.46759092757831
13271,2004,0,4.86753445045558,2.46759092757831
13271,2005,0,5.16478597392351,2.46759092757831
13271,2006,0,5.28320372873799,2.46759092757831
13271,2007,0,5.19295685089021,2.46759092757831
13273,2003,0,3.98898404656427,2.39516427428714
13273,2004,0,4.0943445622221,2.39516427428714
13273,2005,0,4.17438726989564,2.39516427428714
13273,2006,0,4.18965474202643,2.39516427428714
13273,2007,0,4.0943445622221,2.39516427428714
13297,2003,0,6.53233429222235,4.10572950708866
13297,2004,0,6.4085287910595,4.10572950708866
13297,2005,0,6.35437004079735,4.10572950708866
13297,2006,0,6.52649485957079,4.10572950708866
13297,2007,0,6.62936325343745,4.10572950708866
13303,2003,0,5.11799381241676,3.0528684649248
13303,2004,0,4.99043258677874,3.0528684649248
13303,2005,0,4.969813299576,3.0528684649248
13303,2006,0,4.93447393313069,3.0528684649248
13303,2007,0,5.04342511691925,3.0528684649248
13313,2003,0,7.15148546390474,4.42514598824282
13313,2004,0,7.15539630189673,4.42514598824282
13313,2005,0,7.20042489294496,4.42514598824282
13313,2006,0,7.27586460054653,4.42514598824282
13313,2007,0,7.18841273649695,4.42514598824282
13317,2003,0,4.92725368515721,2.36902804954276
13317,2004,0,4.74493212836325,2.36902804954276
13317,2005,0,4.64439089914137,2.36902804954276
13317,2006,0,4.59511985013459,2.36902804954276
13317,2007,0,4.54329478227,2.36902804954276
13321,2003,0,4.96284463025991,3.08954132723205
13321,2004,0,4.97673374242057,3.08954132723205
13321,2005,0,5.08759633523238,3.08954132723205
13321,2006,0,5.15329159449778,3.08954132723205
13321,2007,0,4.89034912822175,3.08954132723205
16003,2003,0,3.25809653802148,1.24588220740315
16003,2004,0,3.61091791264422,1.24588220740315
16003,2005,0,3.98898404656427,1.24588220740315
16003,2006,0,3.98898404656427,1.24588220740315
16003,2007,0,3.89182029811063,1.24588220740315
16015,2003,0,3.89182029811063,1.89761985992753
16015,2004,0,3.91202300542815,1.89761985992753
16015,2005,0,4.17438726989564,1.89761985992753
16015,2006,0,4.02535169073515,1.89761985992753
16015,2007,0,4.14313472639153,1.89761985992753
16017,2003,0,6.29710931993394,3.60644848013478
16017,2004,0,6.29894924685594,3.60644848013478
16017,2005,0,6.4281052726846,3.60644848013478
16017,2006,0,6.42971947803914,3.60644848013478
16017,2007,0,6.40522845803084,3.60644848013478
16021,2003,0,4.89783979995091,2.28960116543575
16021,2004,0,4.83628190695148,2.28960116543575
16021,2005,0,4.96284463025991,2.28960116543575
16021,2006,0,4.99721227376411,2.28960116543575
16021,2007,0,4.82028156560504,2.28960116543575
16029,2003,0,4.9416424226093,1.98842214329267
16029,2004,0,4.79579054559674,1.98842214329267
16029,2005,0,4.98360662170834,1.98842214329267
16029,2006,0,4.78749174278205,1.98842214329267
16029,2007,0,5.03695260241363,1.98842214329267
16041,2003,0,5.63835466933375,2.42736580989135
16041,2004,0,5.53733426701854,2.42736580989135
16041,2005,0,5.62762111369064,2.42736580989135
16041,2006,0,5.6937321388027,2.42736580989135
16041,2007,0,5.74939298590825,2.42736580989135
16045,2003,0,5.01727983681492,2.72004464595058
16045,2004,0,4.92725368515721,2.72004464595058
16045,2005,0,5.12989871492307,2.72004464595058
16045,2006,0,5.08759633523238,2.72004464595058
16045,2007,0,5.19849703126583,2.72004464595058
16067,2003,0,5.73334127689775,3.00439464663264
16067,2004,0,5.73979291217923,3.00439464663264
16067,2005,0,5.73334127689775,3.00439464663264
16067,2006,0,5.77455154554441,3.00439464663264
16067,2007,0,5.80814248998044,3.00439464663264
16079,2003,0,5.09375020080676,2.62256493174499
16079,2004,0,5.17614973257383,2.62256493174499
16079,2005,0,5.14749447681345,2.62256493174499
16079,2006,0,5.24702407216049,2.62256493174499
16079,2007,0,5.38449506278909,2.62256493174499
16083,2003,0,7.20489251020467,4.16331076668682
16083,2004,0,7.18311170174328,4.16331076668682
16083,2005,0,7.14045304310116,4.16331076668682
16083,2006,0,7.23489842031483,4.16331076668682
16083,2007,0,7.28961052145117,4.16331076668682
17005,2003,0,5.18738580584075,2.86977214642579
17005,2004,1,5.06890420222023,2.86977214642579
17005,2005,1,4.93447393313069,2.86977214642579
17005,2006,1,4.89034912822175,2.86977214642579
17005,2007,1,4.99043258677874,2.86977214642579
17015,2003,0,5.42934562895444,2.81385061998842
17015,2004,1,5.42053499927229,2.81385061998842
17015,2005,1,5.50125821054473,2.81385061998842
17015,2006,1,5.46806014113513,2.81385061998842
17015,2007,1,5.4553211153577,2.81385061998842
17025,2003,0,5.08759633523238,2.67827804276854
17025,2004,1,5.00394630594546,2.67827804276854
17025,2005,1,4.85203026391962,2.67827804276854
17025,2006,1,4.98360662170834,2.67827804276854
17025,2007,1,4.97673374242057,2.67827804276854
17035,2003,0,4.92725368515721,2.42063475976786
17035,2004,1,4.59511985013459,2.42063475976786
17035,2005,1,4.44265125649032,2.42063475976786
17035,2006,1,4.30406509320417,2.42063475976786
17035,2007,1,4.46590811865458,2.42063475976786
17047,2003,0,4.35670882668959,1.94175868650426
17047,2004,1,4.39444915467244,1.94175868650426
17047,2005,1,4.20469261939097,1.94175868650426
17047,2006,1,4.00733318523247,1.94175868650426
17047,2007,1,4.12713438504509,1.94175868650426
17049,2003,0,6.99025650049388,3.53409524031307
17049,2004,1,6.90975328164481,3.53409524031307
17049,2005,1,6.87523208727658,3.53409524031307
17049,2006,1,6.8330317327862,3.53409524031307
17049,2007,1,6.87626461189077,3.53409524031307
17053,2003,0,5.61677109766657,2.65612512823729
17053,2004,1,5.48893772615669,2.65612512823729
17053,2005,1,5.48893772615669,2.65612512823729
17053,2006,1,5.51342874616498,2.65612512823729
17053,2007,1,5.31320597904179,2.65612512823729
17063,2003,0,6.58063913728495,3.62527383102497
17063,2004,1,6.47697236288968,3.62527383102497
17063,2005,1,6.49375383985169,3.62527383102497
17063,2006,1,6.4831073514572,3.62527383102497
17063,2007,1,6.5694814204143,3.62527383102497
17089,2003,0,9.0067543198775,6.00170938904395
17089,2004,1,8.96763166516713,6.00170938904395
17089,2005,1,8.99118884193151,6.00170938904395
17089,2006,1,8.97802993283716,6.00170938904395
17089,2007,1,9.02509454366498,6.00170938904395
17097,2003,0,9.27369068747694,6.46825136840052
17097,2004,1,9.22147811638664,6.46825136840052
17097,2005,1,9.2072355570227,6.46825136840052
17097,2006,1,9.24599704918422,6.46825136840052
17097,2007,1,9.23824732522919,6.46825136840052
17113,2003,0,7.89095671613892,5.01351780234143
17113,2004,1,7.77653502818524,5.01351780234143
17113,2005,1,7.755767170103,5.01351780234143
17113,2006,1,7.74022952476318,5.01351780234143
17113,2007,1,7.8188324438034,5.01351780234143
17125,2003,0,5.24702407216049,2.77496090638484
17125,2004,1,5.25227342804663,2.77496090638484
17125,2005,1,4.97673374242057,2.77496090638484
17125,2006,1,4.99043258677874,2.77496090638484
17125,2007,1,5.05624580534831,2.77496090638484
17135,2003,0,6.07764224334903,3.42269791310816
17135,2004,1,6.10255859461357,3.42269791310816
17135,2005,1,6.15485809401642,3.42269791310816
17135,2006,1,6.0137151560428,3.42269791310816
17135,2007,1,6.01615715969835,3.42269791310816
17155,2003,0,4.02535169073515,1.80599105147478
17155,2004,1,3.73766961828337,1.80599105147478
17155,2005,1,3.91202300542815,1.80599105147478
17155,2006,1,3.78418963391826,1.80599105147478
17155,2007,1,4.24849524204936,1.80599105147478
17161,2003,0,7.87663846097546,5.0064532281027
17161,2004,1,7.82404601085629,5.0064532281027
17161,2005,1,7.86557175768479,5.0064532281027
17161,2006,1,7.85166117788927,5.0064532281027
17161,2007,1,7.82923253754359,5.0064532281027
17169,2003,0,4.52178857704904,1.97255208000173
17169,2004,1,4.53259949315326,1.97255208000173
17169,2005,1,4.31748811353631,1.97255208000173
17169,2006,1,4.38202663467388,1.97255208000173
17169,2007,1,4.43081679884331,1.97255208000173
17193,2003,0,5.4510384535657,2.7324826172428
17193,2004,1,5.3890717298165,2.7324826172428
17193,2005,1,5.25227342804663,2.7324826172428
17193,2006,1,5.17614973257383,2.7324826172428
17193,2007,1,5.27299955856375,2.7324826172428
17195,2003,0,6.71780469502369,4.10516909830525
17195,2004,1,6.6682282484174,4.10516909830525
17195,2005,1,6.76849321164863,4.10516909830525
17195,2006,1,6.68959926917897,4.10516909830525
17195,2007,1,6.73221070646721,4.10516909830525
17199,2003,0,6.81014245011514,4.11571458795829
17199,2004,1,6.8596149036542,4.11571458795829
17199,2005,1,6.77764659363512,4.11571458795829
17199,2006,1,6.72982407048948,4.11571458795829
17199,2007,1,6.77878489768518,4.11571458795829
17203,2003,0,6.5191472879404,3.56865907554909
17203,2004,1,6.44094654063292,3.56865907554909
17203,2005,1,6.41673228251233,3.56865907554909
17203,2006,1,6.46925031679577,3.56865907554909
17203,2007,1,6.48616078894409,3.56865907554909
18005,2003,0,7.15305163493748,4.26878794531712
18005,2004,0,7.11720550316434,4.26878794531712
18005,2005,0,7.16626597413364,4.26878794531712
18005,2006,0,7.10002716662926,4.26878794531712
18005,2007,0,7.08170858610557,4.26878794531712
18017,2003,0,6.29156913955832,3.71186329050431
18017,2004,0,6.20455776256869,3.71186329050431
18017,2005,0,6.10255859461357,3.71186329050431
18017,2006,0,6.0913098820777,3.71186329050431
18017,2007,0,6.06145691892802,3.71186329050431
18019,2003,0,7.40610338123702,4.56925281080129
18019,2004,0,7.31388683163346,4.56925281080129
18019,2005,0,7.27931883541462,4.56925281080129
18019,2006,0,7.40974195408092,4.56925281080129
18019,2007,0,7.36897040219479,4.56925281080129
18021,2003,0,5.47227067367148,3.27925571085691
18021,2004,0,5.73657229747919,3.27925571085691
18021,2005,0,5.75574221358691,3.27925571085691
18021,2006,0,5.60947179518496,3.27925571085691
18021,2007,0,5.56068163101553,3.27925571085691
18023,2003,0,6.12029741895095,3.52241156124315
18023,2004,0,6.07073772800249,3.52241156124315
18023,2005,0,6.04263283368238,3.52241156124315
18023,2006,0,6.00141487796115,3.52241156124315
18023,2007,0,6.02344759296103,3.52241156124315
18029,2003,0,6.80239476332431,3.83100815871387
18029,2004,0,6.74405918631135,3.83100815871387
18029,2005,0,6.75693238924755,3.83100815871387
18029,2006,0,6.64898455002478,3.83100815871387
18029,2007,0,6.81014245011514,3.83100815871387
18033,2003,0,6.50727771238501,3.69597919122916
18033,2004,0,6.42162226780652,3.69597919122916
18033,2005,0,6.43615036836943,3.69597919122916
18033,2006,0,6.51174532964473,3.69597919122916
18033,2007,0,6.37842618365159,3.69597919122916
18035,2003,0,7.34729970074316,4.77718043011612
18035,2004,0,7.22766249872865,4.77718043011612
18035,2005,0,7.1929342212158,4.77718043011612
18035,2006,0,7.18992217074581,4.77718043011612
18035,2007,0,7.17472430983638,4.77718043011612
18053,2003,0,6.87109129461055,4.29596480671984
18053,2004,0,6.78105762593618,4.29596480671984
18053,2005,0,6.75809450442773,4.29596480671984
18053,2006,0,6.67076632084587,4.29596480671984
18053,2007,0,6.66568371778241,4.29596480671984
18063,2003,0,7.56060116276856,4.64528473032447
18063,2004,0,7.59789795052178,4.64528473032447
18063,2005,0,7.64444076155657,4.64528473032447
18063,2006,0,7.70616297019958,4.64528473032447
18063,2007,0,7.74066440191724,4.64528473032447
18081,2003,0,7.74975340627444,4.74674787021019
18081,2004,0,7.73805229768932,4.74674787021019
18081,2005,0,7.71868549519847,4.74674787021019
18081,2006,0,7.7106533235012,4.74674787021019
18081,2007,0,7.71646080017636,4.74674787021019
18083,2003,0,6.33150184989369,3.6701042987876
18083,2004,0,6.24997524225948,3.6701042987876
18083,2005,0,6.24804287450843,3.6701042987876
18083,2006,0,6.29341927884648,3.6701042987876
18083,2007,0,6.18208490671663,3.6701042987876
18091,2003,0,7.43543801981455,4.70144353815659
18091,2004,0,7.37337430991005,4.70144353815659
18091,2005,0,7.39510754656249,4.70144353815659
18091,2006,0,7.3790081276283,4.70144353815659
18091,2007,0,7.37148929521428,4.70144353815659
18093,2003,0,6.21060007702465,3.82694430506983
18093,2004,0,6.15485809401642,3.82694430506983
18093,2005,0,6.15697898558556,3.82694430506983
18093,2006,0,6.15909538849193,3.82694430506983
18093,2007,0,6.20253551718792,3.82694430506983
18099,2003,0,6.57368016696065,3.80950289643767
18099,2004,0,6.51471269087253,3.80950289643767
18099,2005,0,6.48004456192665,3.80950289643767
18099,2006,0,6.52356230614951,3.80950289643767
18099,2007,0,6.45833828334479,3.80950289643767
18109,2003,0,6.68085467879022,4.20004002177996
18109,2004,0,6.63068338564237,4.20004002177996
18109,2005,0,6.65929391968364,4.20004002177996
18109,2006,0,6.61606518513282,4.20004002177996
18109,2007,0,6.59714570188665,4.20004002177996
18113,2003,0,6.49072353450251,3.83460185845956
18113,2004,0,6.45676965557216,3.83460185845956
18113,2005,0,6.3919171133926,3.83460185845956
18113,2006,0,6.41999492814714,3.83460185845956
18113,2007,0,6.39692965521615,3.83460185845956
18115,2003,0,4.29045944114839,1.72686532931006
18115,2004,0,4.26267987704132,1.72686532931006
18115,2005,0,4.17438726989564,1.72686532931006
18115,2006,0,4.04305126783455,1.72686532931006
18115,2007,0,4.07753744390572,1.72686532931006
18119,2003,0,5.28320372873799,3.08126756166025
18119,2004,0,5.30330490805908,3.08126756166025
18119,2005,0,5.35185813347607,3.08126756166025
18119,2006,0,5.30826769740121,3.08126756166025
18119,2007,0,5.27299955856375,3.08126756166025
18133,2003,0,6.4425401664682,3.58404657700818
18133,2004,0,6.47697236288968,3.58404657700818
18133,2005,0,6.43294009273918,3.58404657700818
18133,2006,0,6.28785856016178,3.58404657700818
18133,2007,0,6.24610676548156,3.58404657700818
18145,2003,0,6.48768401848461,3.77149577029117
18145,2004,0,6.4723462945009,3.77149577029117
18145,2005,0,6.31173480915291,3.77149577029117
18145,2006,0,6.18826412308259,3.77149577029117
18145,2007,0,6.13556489108174,3.77149577029117
18157,2003,0,7.70616297019958,5.0036442469074
18157,2004,0,7.6425241342329,5.0036442469074
18157,2005,0,7.70751219460034,5.0036442469074
18157,2006,0,7.73587031995257,5.0036442469074
18157,2007,0,7.74196789982069,5.0036442469074
18175,2003,0,5.35185813347607,3.30406220422892
18175,2004,0,5.31811999384422,3.30406220422892
18175,2005,0,5.22035582507832,3.30406220422892
18175,2006,0,5.24702407216049,3.30406220422892
18175,2007,0,5.27299955856375,3.30406220422892
18179,2003,0,6.08449941307517,3.3178157727231
18179,2004,0,5.94803498918065,3.3178157727231
